country,admin_1,admin_2,year,season_name,season_type,product,area_planted,quantity_produced,yield
Togo,Centre,Blitta,2019,Main,Harvest,Yams,556.0,1136.0,2.0431654676258995
Togo,Centre,Mô,2016,Annual,Harvest,Rice (Paddy),2586.0,4354.824,1.684
Togo,Centre,Mô,2016,Main,Harvest,Beans (mixed),2708.0,1585.88,0.5856277695716396
Togo,Centre,Mô,2016,Main,Harvest,Cassava,13677.0,71417.91,5.221752577319588
Togo,Centre,Mô,2016,Main,Harvest,Groundnuts (In Shell),5351.0,4278.617,0.7995920388712391
Togo,Centre,Mô,2016,Main,Harvest,Maize (Corn),10809.0,16458.9,1.5227033028032195
Togo,Centre,Mô,2016,Main,Harvest,Sorghum,14221.0,12438.02,0.8746234442022361
Togo,Centre,Mô,2016,Main,Harvest,Soybean (unspecified),1890.0,1370.1,0.7249206349206349
Togo,Centre,Mô,2016,Main,Harvest,Yams,14845.0,147968.2,9.967544627820816
Togo,Centre,Mô,2017,Annual,Harvest,Rice (Paddy),3683.821,6851.908,1.860000255169836
Togo,Centre,Mô,2017,Main,Harvest,Beans (mixed),3351.0,1692.255,0.505
Togo,Centre,Mô,2017,Main,Harvest,Cassava,18500.0,97230.45,5.2557
Togo,Centre,Mô,2017,Main,Harvest,Groundnuts (In Shell),4510.0,3157.0,0.7
Togo,Centre,Mô,2017,Main,Harvest,Maize (Corn),18909.64,26995.62,1.4276115251268664
Togo,Centre,Mô,2017,Main,Harvest,Sorghum,16750.01,15242.5,0.9099994567167424
Togo,Centre,Mô,2017,Main,Harvest,Soybean (unspecified),86.52,50.68,0.5857605177993528
Togo,Centre,Mô,2017,Main,Harvest,Yams,16869.47,180334.6,10.6899979667411
Togo,Centre,Mô,2018,Annual,Harvest,Rice (Paddy),3527.541,6470.369,1.834243457411268
Togo,Centre,Mô,2018,Main,Harvest,Beans (mixed),3512.712,1938.645,0.5518940920861146
Togo,Centre,Mô,2018,Main,Harvest,Cassava,18901.56,96981.82,5.1308897255041375
Togo,Centre,Mô,2018,Main,Harvest,Groundnuts (In Shell),3600.582,2366.882,0.6573609488688218
Togo,Centre,Mô,2018,Main,Harvest,Maize (Corn),18986.26,29104.81,1.5329406634060634
Togo,Centre,Mô,2018,Main,Harvest,Sorghum,16370.55,13783.48,0.8419680462782252
Togo,Centre,Mô,2018,Main,Harvest,Soybean (unspecified),123.86,74.51,0.6015662845147748
Togo,Centre,Mô,2018,Main,Harvest,Yams,17052.78,170091.2,9.974397136419986
Togo,Centre,Mô,2019,Annual,Harvest,Rice (Paddy),3633.0,6365.0,1.7519955959262317
Togo,Centre,Mô,2019,Main,Harvest,Bambara groundnut,1024.0,877.0,0.8564453125
Togo,Centre,Mô,2019,Main,Harvest,Beans (mixed),3329.0,1917.0,0.5758486031841393
Togo,Centre,Mô,2019,Main,Harvest,Cassava,19198.0,97832.0,5.09594749453068
Togo,Centre,Mô,2019,Main,Harvest,Groundnuts (In Shell),3725.0,2527.0,0.6783892617449664
Togo,Centre,Mô,2019,Main,Harvest,Maize (Corn),18952.0,28894.0,1.5245884339383706
Togo,Centre,Mô,2019,Main,Harvest,Sorghum,16822.0,15543.0,0.9239686125312092
Togo,Centre,Mô,2019,Main,Harvest,Soybean (unspecified),156.0,94.0,0.6025641025641025
Togo,Centre,Mô,2019,Main,Harvest,Yams,18955.0,180813.0,9.53906620944342
Togo,Centre,Sotouboua,2016,Annual,Harvest,Rice (Paddy),6257.0,10459.47,1.6716429598849287
Togo,Centre,Sotouboua,2016,Main,Harvest,Beans (mixed),7228.0,3612.53,0.4997966242390703
Togo,Centre,Sotouboua,2016,Main,Harvest,Cassava,8378.0,34107.8,4.071114824540463
Togo,Centre,Sotouboua,2016,Main,Harvest,Groundnuts (In Shell),1118.0,353.26,0.3159749552772809
Togo,Centre,Sotouboua,2016,Main,Harvest,Maize (Corn),17708.0,27619.58,1.5597232889089678
Togo,Centre,Sotouboua,2016,Main,Harvest,Sorghum,22601.0,15196.15,0.6723662669793372
Togo,Centre,Sotouboua,2016,Main,Harvest,Soybean (unspecified),7696.0,4616.05,0.5997985966735967
Togo,Centre,Sotouboua,2016,Main,Harvest,Yams,7676.0,80164.69,10.443550026055238
Togo,Centre,Sotouboua,2017,Annual,Harvest,Rice (Paddy),6011.53,10880.86,1.8099984529728703
Togo,Centre,Sotouboua,2017,Main,Harvest,Beans (mixed),9931.0,4502.02,0.4533299768401974
Togo,Centre,Sotouboua,2017,Main,Harvest,Cassava,5484.11,22989.38,4.191998337013664
Togo,Centre,Sotouboua,2017,Main,Harvest,Groundnuts (In Shell),1113.0,890.4,0.7999999999999999
Togo,Centre,Sotouboua,2017,Main,Harvest,Maize (Corn),19074.29,28632.9,1.501125336775314
Togo,Centre,Sotouboua,2017,Main,Harvest,Sorghum,21191.67,17285.69,0.8156832378005131
Togo,Centre,Sotouboua,2017,Main,Harvest,Soybean (unspecified),8827.97,5511.48,0.624320200453785
Togo,Centre,Sotouboua,2017,Main,Harvest,Yams,5348.46,49876.55,9.325403948052337
Togo,Centre,Sotouboua,2018,Annual,Harvest,Rice (Paddy),6335.47,11665.32,1.8412714447389065
Togo,Centre,Sotouboua,2018,Main,Harvest,Beans (mixed),9603.75,4222.42,0.4396636730443837
Togo,Centre,Sotouboua,2018,Main,Harvest,Cassava,5681.62,29288.27,5.154915323446482
Togo,Centre,Sotouboua,2018,Main,Harvest,Groundnuts (In Shell),2085.94,1615.71,0.7745716559440827
Togo,Centre,Sotouboua,2018,Main,Harvest,Maize (Corn),20012.48,30818.84,1.539981051823662
Togo,Centre,Sotouboua,2018,Main,Harvest,Millet,21.47,15.95,0.7428970656730322
Togo,Centre,Sotouboua,2018,Main,Harvest,Sorghum,21743.01,16140.56,0.7423332832022798
Togo,Centre,Sotouboua,2018,Main,Harvest,Soybean (unspecified),9091.1,5766.67,0.6343203792720352
Togo,Centre,Sotouboua,2018,Main,Harvest,Yams,5496.25,51521.72,9.373976802365249
Togo,Centre,Sotouboua,2019,Annual,Harvest,Rice (Paddy),7013.0,12369.0,1.7637245116212747
Togo,Centre,Sotouboua,2019,Main,Harvest,Bambara groundnut,620.0,400.0,0.6451612903225806
Togo,Centre,Sotouboua,2019,Main,Harvest,Beans (mixed),9988.0,4314.0,0.4319183019623548
Togo,Centre,Sotouboua,2019,Main,Harvest,Cassava,5775.0,31109.0,5.386839826839827
Togo,Centre,Sotouboua,2019,Main,Harvest,Groundnuts (In Shell),2110.0,1664.0,0.7886255924170616
Togo,Centre,Sotouboua,2019,Main,Harvest,Maize (Corn),21207.0,32697.0,1.5418022351110483
Togo,Centre,Sotouboua,2019,Main,Harvest,Millet,25.0,19.0,0.76
Togo,Centre,Sotouboua,2019,Main,Harvest,Sorghum,21582.0,15502.0,0.7182837549810027
Togo,Centre,Sotouboua,2019,Main,Harvest,Soybean (unspecified),9354.0,5934.0,0.6343810134701732
Togo,Centre,Sotouboua,2019,Main,Harvest,Yams,5922.0,54999.0,9.287234042553193
Togo,Centre,Tchamba,2016,Annual,Harvest,Rice (Paddy),230.0,414.59,1.8025652173913045
Togo,Centre,Tchamba,2016,Main,Harvest,Beans (mixed),318.0,163.13,0.5129874213836478
Togo,Centre,Tchamba,2016,Main,Harvest,Cassava,650.0,3672.45,5.649923076923077
Togo,Centre,Tchamba,2016,Main,Harvest,Groundnuts (In Shell),203.0,67.4,0.3320197044334975
Togo,Centre,Tchamba,2016,Main,Harvest,Maize (Corn),29321.0,45797.19,1.5619245591896591
Togo,Centre,Tchamba,2016,Main,Harvest,Sorghum,7975.0,5845.39,0.732964263322884
Togo,Centre,Tchamba,2016,Main,Harvest,Soybean (unspecified),10574.0,6928.82,0.6552695290334783
Togo,Centre,Tchamba,2016,Main,Harvest,Yams,2036.0,20230.74,9.936512770137526
Togo,Centre,Tchamba,2017,Annual,Harvest,Rice (Paddy),565.43,1085.63,1.9200077816882728
Togo,Centre,Tchamba,2017,Main,Harvest,Beans (mixed),5479.49,1890.42,0.3449992608801185
Togo,Centre,Tchamba,2017,Main,Harvest,Cassava,2486.24,13011.3,5.233324216487548
Togo,Centre,Tchamba,2017,Main,Harvest,Groundnuts (In Shell),576.0,351.36,0.61
Togo,Centre,Tchamba,2017,Main,Harvest,Maize (Corn),20530.89,34580.15,1.6842986348862616
Togo,Centre,Tchamba,2017,Main,Harvest,Millet,1167.44,747.16,0.6399986294798876
Togo,Centre,Tchamba,2017,Main,Harvest,Sorghum,8846.22,6397.42,0.7231812005579785
Togo,Centre,Tchamba,2017,Main,Harvest,Soybean (unspecified),11305.52,7950.5,0.7032405409039124
Togo,Centre,Tchamba,2017,Main,Harvest,Yams,3704.33,39645.03,10.702348332896907
Togo,Centre,Tchamba,2018,Annual,Harvest,Rice (Paddy),601.34,1197.22,1.9909202780456976
Togo,Centre,Tchamba,2018,Main,Harvest,Beans (mixed),5658.37,2561.6,0.4527098793468791
Togo,Centre,Tchamba,2018,Main,Harvest,Cassava,1972.13,10797.35,5.474968688676711
Togo,Centre,Tchamba,2018,Main,Harvest,Groundnuts (In Shell),614.08,394.51,0.6424407243355914
Togo,Centre,Tchamba,2018,Main,Harvest,Maize (Corn),20939.61,33360.51,1.5931772368253276
Togo,Centre,Tchamba,2018,Main,Harvest,Millet,1096.34,718.81,0.6556451465786162
Togo,Centre,Tchamba,2018,Main,Harvest,Sorghum,9005.34,6805.29,0.7556949543270992
Togo,Centre,Tchamba,2018,Main,Harvest,Soybean (unspecified),12113.13,8167.16,0.6742402665537314
Togo,Centre,Tchamba,2018,Main,Harvest,Yams,3675.11,38752.78,10.544658527227757
Togo,Centre,Tchamba,2019,Annual,Harvest,Rice (Paddy),607.0,1158.0,1.9077429983525536
Togo,Centre,Tchamba,2019,Main,Harvest,Bambara groundnut,230.0,146.0,0.6347826086956522
Togo,Centre,Tchamba,2019,Main,Harvest,Beans (mixed),6017.0,2625.0,0.43626391889646
Togo,Centre,Tchamba,2019,Main,Harvest,Cassava,2019.0,11330.0,5.611688954928183
Togo,Centre,Tchamba,2019,Main,Harvest,Groundnuts (In Shell),605.0,390.0,0.6446280991735537
Togo,Centre,Tchamba,2019,Main,Harvest,Maize (Corn),20975.0,33668.0,1.6051489868891538
Togo,Centre,Tchamba,2019,Main,Harvest,Millet,1041.0,721.0,0.6926032660902978
Togo,Centre,Tchamba,2019,Main,Harvest,Sorghum,8992.0,6447.0,0.716970640569395
Togo,Centre,Tchamba,2019,Main,Harvest,Soybean (unspecified),12606.0,8499.0,0.6742027605901951
Togo,Centre,Tchamba,2019,Main,Harvest,Yams,3550.0,36321.0,10.231267605633803
Togo,Centre,Tchaudjo,2016,Annual,Harvest,Rice (Paddy),123.0,210.14,1.7084552845528451
Togo,Centre,Tchaudjo,2016,Main,Harvest,Beans (mixed),2050.0,1021.12,0.4981073170731707
Togo,Centre,Tchaudjo,2016,Main,Harvest,Cassava,12118.0,58687.89,4.843034329097211
Togo,Centre,Tchaudjo,2016,Main,Harvest,Groundnuts (In Shell),294.0,122.6,0.4170068027210884
Togo,Centre,Tchaudjo,2016,Main,Harvest,Maize (Corn),17873.0,24569.59,1.37467632742125
Togo,Centre,Tchaudjo,2016,Main,Harvest,Sorghum,10715.0,8123.68,0.7581595893607093
Togo,Centre,Tchaudjo,2016,Main,Harvest,Soybean (unspecified),641.0,480.26,0.7492355694227769
Togo,Centre,Tchaudjo,2016,Main,Harvest,Yams,7499.0,75081.05,10.012141618882518
Togo,Centre,Tchaudjo,2017,Main,Harvest,Beans (mixed),2573.0,1129.55,0.4390011659541391
Togo,Centre,Tchaudjo,2017,Main,Harvest,Cassava,10957.0,49389.77,4.507599707949256
Togo,Centre,Tchaudjo,2017,Main,Harvest,Groundnuts (In Shell),450.67,225.33,0.4999889054075044
Togo,Centre,Tchaudjo,2017,Main,Harvest,Maize (Corn),11797.43,18060.48,1.5308825735774656
Togo,Centre,Tchaudjo,2017,Main,Harvest,Millet,59.9,46.36,0.7739565943238731
Togo,Centre,Tchaudjo,2017,Main,Harvest,Sorghum,6138.19,4775.12,0.7779361668504885
Togo,Centre,Tchaudjo,2017,Main,Harvest,Soybean (unspecified),1066.77,644.75,0.604394574275617
Togo,Centre,Tchaudjo,2017,Main,Harvest,Yams,7709.82,63593.6,8.248389715972618
Togo,Centre,Tchaudjo,2018,Annual,Harvest,Rice (Paddy),55.64,109.8,1.9734004313443565
Togo,Centre,Tchaudjo,2018,Main,Harvest,Beans (mixed),2306.19,1296.57,0.5622130006634318
Togo,Centre,Tchaudjo,2018,Main,Harvest,Cassava,10549.06,52249.82,4.953030886164265
Togo,Centre,Tchaudjo,2018,Main,Harvest,Groundnuts (In Shell),501.43,312.89,0.6239953732325548
Togo,Centre,Tchaudjo,2018,Main,Harvest,Maize (Corn),12371.94,18784.37,1.5183043241399488
Togo,Centre,Tchaudjo,2018,Main,Harvest,Millet,56.67,35.76,0.6310217046056114
Togo,Centre,Tchaudjo,2018,Main,Harvest,Sorghum,6792.89,4944.03,0.727824239756569
Togo,Centre,Tchaudjo,2018,Main,Harvest,Soybean (unspecified),1166.26,753.91,0.6464338998165075
Togo,Centre,Tchaudjo,2018,Main,Harvest,Yams,7889.52,79818.33,10.117007118303777
Togo,Centre,Tchaudjo,2019,Annual,Harvest,Rice (Paddy),71.0,136.0,1.9154929577464788
Togo,Centre,Tchaudjo,2019,Main,Harvest,Beans (mixed),2424.0,911.0,0.3758250825082508
Togo,Centre,Tchaudjo,2019,Main,Harvest,Cassava,10437.0,54127.0,5.186068793714669
Togo,Centre,Tchaudjo,2019,Main,Harvest,Groundnuts (In Shell),607.0,392.0,0.6457990115321252
Togo,Centre,Tchaudjo,2019,Main,Harvest,Millet,55.0,38.0,0.6909090909090909
Togo,Centre,Tchaudjo,2019,Main,Harvest,Sorghum,7009.0,5193.0,0.740904551291197
Togo,Centre,Tchaudjo,2019,Main,Harvest,Soybean (unspecified),1403.0,907.0,0.6464718460441911
Togo,Centre,Tchaudjo,2019,Main,Harvest,Yams,7497.0,72721.0,9.700013338668802
Togo,Kara,Assoli,2016,Annual,Harvest,Rice (Paddy),8.0,,
Togo,Kara,Assoli,2016,Main,Harvest,Beans (mixed),6446.0,1029.0,0.1596338814768849
Togo,Kara,Assoli,2016,Main,Harvest,Cassava,8432.0,42700.0,5.064041745730552
Togo,Kara,Assoli,2016,Main,Harvest,Cotton (Unspecified),51.0,,
Togo,Kara,Assoli,2016,Main,Harvest,Groundnuts (In Shell),106.0,65.0,0.6132075471698113
Togo,Kara,Assoli,2016,Main,Harvest,Maize (Corn),3506.0,2736.0,0.780376497432972
Togo,Kara,Assoli,2016,Main,Harvest,Millet,27.0,15.0,0.5555555555555556
Togo,Kara,Assoli,2016,Main,Harvest,Sorghum,106.0,72.0,0.6792452830188679
Togo,Kara,Assoli,2016,Main,Harvest,Sweet Potatoes,30.0,,
Togo,Kara,Assoli,2016,Main,Harvest,Yams,3232.0,27769.0,8.591893564356436
Togo,Kara,Assoli,2017,Annual,Harvest,Rice (Paddy),9.0,,
Togo,Kara,Assoli,2017,Main,Harvest,Beans (mixed),6399.0,1726.0,0.2697296452570714
Togo,Kara,Assoli,2017,Main,Harvest,Cassava,9428.0,67802.0,7.191557064064488
Togo,Kara,Assoli,2017,Main,Harvest,Cotton (Unspecified),52.0,,
Togo,Kara,Assoli,2017,Main,Harvest,Maize (Corn),4883.0,3681.0,0.7538398525496621
Togo,Kara,Assoli,2017,Main,Harvest,Millet,2.0,,
Togo,Kara,Assoli,2017,Main,Harvest,Sorghum,1.0,,
Togo,Kara,Assoli,2017,Main,Harvest,Sweet Potatoes,31.0,,
Togo,Kara,Assoli,2017,Main,Harvest,Yams,2156.0,1248.0,0.5788497217068646
Togo,Kara,Assoli,2018,Annual,Harvest,Rice (Paddy),10.0,,
Togo,Kara,Assoli,2018,Main,Harvest,Beans (mixed),6977.0,1737.0,0.2489608714347141
Togo,Kara,Assoli,2018,Main,Harvest,Cassava,10117.0,62948.0,6.222002569931799
Togo,Kara,Assoli,2018,Main,Harvest,Cotton (Unspecified),141.0,88.906,0.6305390070921987
Togo,Kara,Assoli,2018,Main,Harvest,Groundnuts (In Shell),118.0,65.0,0.5508474576271186
Togo,Kara,Assoli,2018,Main,Harvest,Maize (Corn),4869.0,4110.0,0.8441158348736907
Togo,Kara,Assoli,2018,Main,Harvest,Millet,14.0,7.0,0.5
Togo,Kara,Assoli,2018,Main,Harvest,Sorghum,122.0,87.0,0.7131147540983607
Togo,Kara,Assoli,2018,Main,Harvest,Sweet Potatoes,9428.0,5657.0,0.6000212134068731
Togo,Kara,Assoli,2018,Main,Harvest,Yams,2397.0,20826.0,8.688360450563204
Togo,Kara,Assoli,2019,Annual,Harvest,Rice (Paddy),92.0,106.0,1.1521739130434785
Togo,Kara,Assoli,2019,Main,Harvest,Beans (mixed),7040.0,1932.0,0.2744318181818182
Togo,Kara,Assoli,2019,Main,Harvest,Cassava,10403.0,65611.0,6.306930693069307
Togo,Kara,Assoli,2019,Main,Harvest,Cotton (Unspecified),135.0,45.92,0.3401481481481481
Togo,Kara,Assoli,2019,Main,Harvest,Groundnuts (In Shell),248.0,148.0,0.5967741935483871
Togo,Kara,Assoli,2019,Main,Harvest,Maize (Corn),5103.0,4156.0,0.8144228884969625
Togo,Kara,Assoli,2019,Main,Harvest,Millet,20.0,11.0,0.55
Togo,Kara,Assoli,2019,Main,Harvest,Sorghum,208.0,147.0,0.7067307692307693
Togo,Kara,Assoli,2019,Main,Harvest,Sweet Potatoes,10117.0,62948.0,6.222002569931799
Togo,Kara,Assoli,2019,Main,Harvest,Yams,2501.0,20128.0,8.047980807676929
Togo,Kara,Bassar,2016,Annual,Harvest,Rice (Paddy),12.0,,
Togo,Kara,Bassar,2016,Main,Harvest,Beans (mixed),12652.0,3690.0,0.2916534935188113
Togo,Kara,Bassar,2016,Main,Harvest,Cassava,4790.0,19252.0,4.019206680584551
Togo,Kara,Bassar,2016,Main,Harvest,Cotton (Unspecified),54.0,,
Togo,Kara,Bassar,2016,Main,Harvest,Groundnuts (In Shell),6765.0,3598.0,0.5318551367331855
Togo,Kara,Bassar,2016,Main,Harvest,Maize (Corn),20898.0,18443.0,0.8825246435065557
Togo,Kara,Bassar,2016,Main,Harvest,Millet,7942.0,4326.0,0.5446990682447747
Togo,Kara,Bassar,2016,Main,Harvest,Sorghum,17232.0,11945.0,0.6931870937790158
Togo,Kara,Bassar,2016,Main,Harvest,Sweet Potatoes,33.0,,
Togo,Kara,Bassar,2016,Main,Harvest,Yams,8885.0,78684.0,8.855824423185144
Togo,Kara,Bassar,2017,Annual,Harvest,Rice (Paddy),13.0,,
Togo,Kara,Bassar,2017,Main,Harvest,Beans (mixed),11200.0,3283.0,0.293125
Togo,Kara,Bassar,2017,Main,Harvest,Cassava,4462.0,17312.0,3.87987449574182
Togo,Kara,Bassar,2017,Main,Harvest,Cotton (Unspecified),55.0,,
Togo,Kara,Bassar,2017,Main,Harvest,Groundnuts (In Shell),7490.0,4195.0,0.5600801068090788
Togo,Kara,Bassar,2017,Main,Harvest,Maize (Corn),13815.0,11881.0,0.8600072385088672
Togo,Kara,Bassar,2017,Main,Harvest,Millet,5522.0,3762.0,0.6812749003984063
Togo,Kara,Bassar,2017,Main,Harvest,Sorghum,17031.0,12945.0,0.7600845516998415
Togo,Kara,Bassar,2017,Main,Harvest,Sweet Potatoes,34.0,,
Togo,Kara,Bassar,2017,Main,Harvest,Yams,9126.0,114992.0,12.600482138943676
Togo,Kara,Bassar,2018,Annual,Harvest,Rice (Paddy),1200.0,1562.0,1.3016666666666667
Togo,Kara,Bassar,2018,Main,Harvest,Beans (mixed),11778.0,3302.0,0.2803532008830022
Togo,Kara,Bassar,2018,Main,Harvest,Cassava,4437.0,15828.0,3.5672751859364435
Togo,Kara,Bassar,2018,Main,Harvest,Cotton (Unspecified),1202.0,983.324,0.8180732113144759
Togo,Kara,Bassar,2018,Main,Harvest,Groundnuts (In Shell),7184.0,3928.0,0.5467706013363028
Togo,Kara,Bassar,2018,Main,Harvest,Maize (Corn),13805.0,12121.0,0.8780152118797537
Togo,Kara,Bassar,2018,Main,Harvest,Millet,4865.0,2957.0,0.6078108941418294
Togo,Kara,Bassar,2018,Main,Harvest,Sorghum,16802.0,12931.0,0.7696107606237352
Togo,Kara,Bassar,2018,Main,Harvest,Sweet Potatoes,4462.0,17312.0,3.87987449574182
Togo,Kara,Bassar,2018,Main,Harvest,Yams,10198.0,109345.0,10.722200431457148
Togo,Kara,Bassar,2019,Annual,Harvest,Rice (Paddy),1133.0,1525.0,1.3459841129744043
Togo,Kara,Bassar,2019,Main,Harvest,Beans (mixed),11859.0,3134.0,0.264271861033814
Togo,Kara,Bassar,2019,Main,Harvest,Cassava,4575.0,17044.0,3.725464480874317
Togo,Kara,Bassar,2019,Main,Harvest,Cotton (Unspecified),1292.0,989.755,0.7660642414860681
Togo,Kara,Bassar,2019,Main,Harvest,Groundnuts (In Shell),7163.0,4085.0,0.5702917771883289
Togo,Kara,Bassar,2019,Main,Harvest,Maize (Corn),13987.0,12364.0,0.8839636805605204
Togo,Kara,Bassar,2019,Main,Harvest,Millet,2579.0,193.0,0.074835207444746
Togo,Kara,Bassar,2019,Main,Harvest,Sorghum,16918.0,12643.0,0.7473105568034046
Togo,Kara,Bassar,2019,Main,Harvest,Sweet Potatoes,4437.0,15828.0,3.5672751859364435
Togo,Kara,Bassar,2019,Main,Harvest,Yams,11012.0,115339.0,10.473937522702506
Togo,Kara,Bimah,2016,Annual,Harvest,Rice (Paddy),15.0,,
Togo,Kara,Bimah,2016,Main,Harvest,Beans (mixed),8144.0,2128.0,0.2612966601178782
Togo,Kara,Bimah,2016,Main,Harvest,Cassava,2217.0,10710.0,4.830852503382951
Togo,Kara,Bimah,2016,Main,Harvest,Cotton (Unspecified),57.0,,
Togo,Kara,Bimah,2016,Main,Harvest,Groundnuts (In Shell),2182.0,1208.0,0.5536205316223648
Togo,Kara,Bimah,2016,Main,Harvest,Maize (Corn),7168.0,9073.0,1.2657645089285714
Togo,Kara,Bimah,2016,Main,Harvest,Millet,719.0,1020.0,1.4186369958275382
Togo,Kara,Bimah,2016,Main,Harvest,Sorghum,7615.0,5114.0,0.6715692711753118
Togo,Kara,Bimah,2016,Main,Harvest,Sweet Potatoes,36.0,,
Togo,Kara,Bimah,2016,Main,Harvest,Yams,1901.0,19111.0,10.05312993161494
Togo,Kara,Bimah,2017,Annual,Harvest,Rice (Paddy),16.0,,
Togo,Kara,Bimah,2017,Main,Harvest,Beans (mixed),8831.0,2323.0,0.2630506171441513
Togo,Kara,Bimah,2017,Main,Harvest,Cassava,287.0,803.0,2.7979094076655047
Togo,Kara,Bimah,2017,Main,Harvest,Cotton (Unspecified),58.0,,
Togo,Kara,Bimah,2017,Main,Harvest,Groundnuts (In Shell),1443.0,836.0,0.5793485793485793
Togo,Kara,Bimah,2017,Main,Harvest,Maize (Corn),8818.0,5131.0,0.5818779768655024
Togo,Kara,Bimah,2017,Main,Harvest,Millet,549.0,165.0,0.3005464480874317
Togo,Kara,Bimah,2017,Main,Harvest,Sorghum,7646.0,3812.0,0.4985613392623594
Togo,Kara,Bimah,2017,Main,Harvest,Sweet Potatoes,37.0,,
Togo,Kara,Bimah,2017,Main,Harvest,Yams,2523.0,11253.0,4.460166468489893
Togo,Kara,Bimah,2018,Annual,Harvest,Rice (Paddy),3011.0,4366.0,1.450016605778811
Togo,Kara,Bimah,2018,Main,Harvest,Beans (mixed),8999.0,2755.0,0.3061451272363596
Togo,Kara,Bimah,2018,Main,Harvest,Cassava,316.0,1263.0,3.996835443037975
Togo,Kara,Bimah,2018,Main,Harvest,Cotton (Unspecified),646.0,399.793,0.618874613003096
Togo,Kara,Bimah,2018,Main,Harvest,Groundnuts (In Shell),1713.0,925.0,0.5399883245767659
Togo,Kara,Bimah,2018,Main,Harvest,Maize (Corn),8916.0,5238.0,0.5874831763122477
Togo,Kara,Bimah,2018,Main,Harvest,Millet,513.0,246.0,0.47953216374269
Togo,Kara,Bimah,2018,Main,Harvest,Sorghum,7772.0,4487.0,0.5773288728769943
Togo,Kara,Bimah,2018,Main,Harvest,Sweet Potatoes,287.0,803.0,2.7979094076655047
Togo,Kara,Bimah,2018,Main,Harvest,Yams,2032.0,14588.0,7.179133858267717
Togo,Kara,Bimah,2019,Annual,Harvest,Rice (Paddy),3070.0,4661.0,1.5182410423452768
